"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0035268","GO:0035268","protein mannosylation","2/459","21/18986",0.0952380952380952,3.9394128021579,2.12130393679185,0.090577515120903,0.612380400719466,0.579987890763398,"DOLK/TMTC2",2
"GO:0039535","GO:0039535","regulation of RIG-I signaling pathway","2/459","21/18986",0.0952380952380952,3.9394128021579,2.12130393679185,0.090577515120903,0.612380400719466,0.579987890763398,"GPATCH3/PUM2",2
"GO:0048670","GO:0048670","regulation of collateral sprouting","2/459","21/18986",0.0952380952380952,3.9394128021579,2.12130393679185,0.090577515120903,0.612380400719466,0.579987890763398,"SEMA4D/EFNA5",2
"GO:1905874","GO:1905874","regulation of postsynaptic density organization","2/459","21/18986",0.0952380952380952,3.9394128021579,2.12130393679185,0.090577515120903,0.612380400719466,0.579987890763398,"LRFN1/ZMYND8",2
"GO:1903825","GO:1903825","organic acid transmembrane transport","7/459","159/18986",0.0440251572327044,1.82104931420507,1.63638818924789,0.0916459321309738,0.612380400719466,0.579987890763398,"LRRC8B/SLC25A13/UCP2/SLC38A3/SLC17A6/MPC1/ABCC5",7
"GO:1901617","GO:1901617","organic hydroxy compound biosynthetic process","10/459","255/18986",0.0392156862745098,1.62211115382972,1.57422457894938,0.0917217198762075,0.612380400719466,0.579987890763398,"SCAP/OSBPL1A/SRD5A3/QKI/GPR37/PSAT1/TRPC1/PCK2/SNCA/SPHK2",10
"GO:0022404","GO:0022404","molting cycle process","5/459","99/18986",0.0505050505050505,2.08908254659889,1.71003893241919,0.092047499008009,0.612380400719466,0.579987890763398,"FGF7/NGFR/LHX2/HDAC2/PUM2",5
"GO:0022405","GO:0022405","hair cycle process","5/459","99/18986",0.0505050505050505,2.08908254659889,1.71003893241919,0.092047499008009,0.612380400719466,0.579987890763398,"FGF7/NGFR/LHX2/HDAC2/PUM2",5
"GO:0043280","GO:0043280","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","5/459","99/18986",0.0505050505050505,2.08908254659889,1.71003893241919,0.092047499008009,0.612380400719466,0.579987890763398,"DAPK1/GSN/NGFR/MALT1/SNCA",5
"GO:0051588","GO:0051588","regulation of neurotransmitter transport","5/459","99/18986",0.0505050505050505,2.08908254659889,1.71003893241919,0.092047499008009,0.612380400719466,0.579987890763398,"MEF2C/RIMS2/SNCG/BRAF/SNCA",5
"GO:0003208","GO:0003208","cardiac ventricle morphogenesis","4/459","71/18986",0.0563380281690141,2.33035686888214,1.76767838155895,0.092905235676124,0.612380400719466,0.579987890763398,"MEF2C/NRG1/TNNI1/TPM1",4
"GO:0010972","GO:0010972","negative regulation of G2/M transition of mitotic cell cycle","4/459","71/18986",0.0563380281690141,2.33035686888214,1.76767838155895,0.092905235676124,0.612380400719466,0.579987890763398,"TAOK1/TAOK2/BRSK1/ETAA1",4
"GO:0048255","GO:0048255","mRNA stabilization","4/459","71/18986",0.0563380281690141,2.33035686888214,1.76767838155895,0.092905235676124,0.612380400719466,0.579987890763398,"ELAVL4/ANGEL2/PAIP1/QKI",4
"GO:0006612","GO:0006612","protein targeting to membrane","6/459","129/18986",0.0465116279069767,1.92389927547246,1.6572662034349,0.0931394648479033,0.612380400719466,0.579987890763398,"CDK5/PRNP/BAG6/HSPA5/TAOK2/MICALL1",6
"GO:0007272","GO:0007272","ensheathment of neurons","7/459","160/18986",0.04375,1.80966775599129,1.61881381227869,0.093966551065046,0.612380400719466,0.579987890763398,"CNTN2/CXCR4/POU3F1/MARVELD1/QKI/EIF2B2/ORMDL3",7
"GO:0008277","GO:0008277","regulation of G protein-coupled receptor signaling pathway","7/459","160/18986",0.04375,1.80966775599129,1.61881381227869,0.093966551065046,0.612380400719466,0.579987890763398,"CNTN2/RAMP2/ARRB1/SLC39A14/RGS10/RGS3/SNCA",7
"GO:0008366","GO:0008366","axon ensheathment","7/459","160/18986",0.04375,1.80966775599129,1.61881381227869,0.093966551065046,0.612380400719466,0.579987890763398,"CNTN2/CXCR4/POU3F1/MARVELD1/QKI/EIF2B2/ORMDL3",7
"GO:0035966","GO:0035966","response to topologically incorrect protein","7/459","160/18986",0.04375,1.80966775599129,1.61881381227869,0.093966551065046,0.612380400719466,0.579987890763398,"DAXX/DNAJB12/RNF7/YOD1/RHBDD1/HSPA5/PPP1R15B",7
"GO:0043277","GO:0043277","apoptotic cell clearance","3/459","45/18986",0.0666666666666667,2.75758896151053,1.85793798543308,0.094689945405987,0.612380400719466,0.579987890763398,"JMJD6/ITGAV/XKR6",3
"GO:0060428","GO:0060428","lung epithelium development","3/459","45/18986",0.0666666666666667,2.75758896151053,1.85793798543308,0.094689945405987,0.612380400719466,0.579987890763398,"KRAS/FGF7/CDC42",3
"GO:0061001","GO:0061001","regulation of dendritic spine morphogenesis","3/459","45/18986",0.0666666666666667,2.75758896151053,1.85793798543308,0.094689945405987,0.612380400719466,0.579987890763398,"DBN1/CDK5/EPHB2",3
"GO:0071548","GO:0071548","response to dexamethasone","3/459","45/18986",0.0666666666666667,2.75758896151053,1.85793798543308,0.094689945405987,0.612380400719466,0.579987890763398,"UCP2/PCK2/PCNA",3
"GO:1904646","GO:1904646","cellular response to amyloid-beta","3/459","45/18986",0.0666666666666667,2.75758896151053,1.85793798543308,0.094689945405987,0.612380400719466,0.579987890763398,"CDK5/PRNP/EPHB2",3
"GO:2001259","GO:2001259","positive regulation of cation channel activity","3/459","45/18986",0.0666666666666667,2.75758896151053,1.85793798543308,0.094689945405987,0.612380400719466,0.579987890763398,"TMSB4X/STIM1/CACNB3",3
"GO:0072330","GO:0072330","monocarboxylic acid biosynthetic process","9/459","224/18986",0.0401785714285714,1.66193977591036,1.56859929216607,0.0947608071831684,0.612380400719466,0.579987890763398,"SCD5/RBP1/SCAP/SCD/OSBPL1A/QKI/GPX4/HSD17B8/PTGDS",9
"GO:0045814","GO:0045814","negative regulation of gene expression, epigenetic","8/459","192/18986",0.0416666666666667,1.72349310094408,1.58593173652995,0.0950829300401454,0.612380400719466,0.579987890763398,"RBM15B/CIZ1/LHX2/LMNB1/SMYD5/HDAC2/TRIM28/PHF19",8
"GO:0051897","GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","8/459","192/18986",0.0416666666666667,1.72349310094408,1.58593173652995,0.0950829300401454,0.612380400719466,0.579987890763398,"TCF7L2/DDR1/MFHAS1/ROR2/VAV2/SEMA4D/CDC42/MYDGF",8
"GO:0061025","GO:0061025","membrane fusion","8/459","192/18986",0.0416666666666667,1.72349310094408,1.58593173652995,0.0950829300401454,0.612380400719466,0.579987890763398,"CHMP3/RAB4B/VAMP1/ERC2/YIPF5/NSF/ANKFY1/SNCA",8
"GO:0006417","GO:0006417","regulation of translation","16/459","461/18986",0.03470715835141,1.43562115132869,1.49035389051873,0.0952408809904786,0.612380400719466,0.579987890763398,"DAPK1/CNOT6L/CNOT8/NANOS3/ELAVL4/EIF3K/PAIP1/MIF4GD/QKI/MTG2/NAT10/CELF4/EIF2B2/PPP1R15B/PUM2/EEF2",16
"GO:0002761","GO:0002761","regulation of myeloid leukocyte differentiation","6/459","130/18986",0.0461538461538462,1.90910005027652,1.63707156804224,0.0957751216299133,0.612380400719466,0.579987890763398,"ROR2/RPTOR/TMEM178A/QKI/TRIB1/ID2",6
"GO:0045859","GO:0045859","regulation of protein kinase activity","15/459","427/18986",0.0351288056206089,1.4530620991566,1.49040218037446,0.0962682167663087,0.612380400719466,0.579987890763398,"XRCC5/CDK12/RALB/SNX9/NRG1/MAP3K13/MAGED1/PRNP/EPHB2/TAOK2/MMD/ETAA1/TRIB1/MAP2K3/SNCA",15
"GO:0030032","GO:0030032","lamellipodium assembly","4/459","72/18986",0.0555555555555556,2.29799080125878,1.73682180674763,0.0965969384992665,0.612380400719466,0.579987890763398,"ARHGEF7/VAV2/CDC42/BIN3",4
"GO:0032409","GO:0032409","regulation of transporter activity","9/459","225/18986",0.04,1.65455337690632,1.55459557734326,0.0967298958485728,0.612380400719466,0.579987890763398,"DAPK1/IFNGR2/TMSB4X/STIM1/EPHB2/YWHAE/CACNB3/SNCA/SPHK2",9
"GO:0051648","GO:0051648","vesicle localization","9/459","225/18986",0.04,1.65455337690632,1.55459557734326,0.0967298958485728,0.612380400719466,0.579987890763398,"CDK5/AP3B2/BRSK1/EXOC2/KIF1B/PICALM/TRAPPC9/SNCA/LIMK2",9
"GO:0006488","GO:0006488","dolichol-linked oligosaccharide biosynthetic process","2/459","22/18986",0.0909090909090909,3.760348583878,2.03901015715015,0.0980988273122102,0.612380400719466,0.579987890763398,"DOLK/SRD5A3",2
"GO:0006662","GO:0006662","glycerol ether metabolic process","2/459","22/18986",0.0909090909090909,3.760348583878,2.03901015715015,0.0980988273122102,0.612380400719466,0.579987890763398,"DHRS7B/AGPS",2
"GO:0006907","GO:0006907","pinocytosis","2/459","22/18986",0.0909090909090909,3.760348583878,2.03901015715015,0.0980988273122102,0.612380400719466,0.579987890763398,"CDC42/ANKFY1",2
"GO:0009713","GO:0009713","catechol-containing compound biosynthetic process","2/459","22/18986",0.0909090909090909,3.760348583878,2.03901015715015,0.0980988273122102,0.612380400719466,0.579987890763398,"GPR37/SNCA",2
"GO:0010988","GO:0010988","regulation of low-density lipoprotein particle clearance","2/459","22/18986",0.0909090909090909,3.760348583878,2.03901015715015,0.0980988273122102,0.612380400719466,0.579987890763398,"CSK/ABCC8",2
"GO:0018394","GO:0018394","peptidyl-lysine acetylation","2/459","22/18986",0.0909090909090909,3.760348583878,2.03901015715015,0.0980988273122102,0.612380400719466,0.579987890763398,"BAG6/HDAC2",2
"GO:0019400","GO:0019400","alditol metabolic process","2/459","22/18986",0.0909090909090909,3.760348583878,2.03901015715015,0.0980988273122102,0.612380400719466,0.579987890763398,"GALK1/PCK2",2
"GO:0030808","GO:0030808","regulation of nucleotide biosynthetic process","2/459","22/18986",0.0909090909090909,3.760348583878,2.03901015715015,0.0980988273122102,0.612380400719466,0.579987890763398,"TMSB4X/SPHK2",2
"GO:0032482","GO:0032482","Rab protein signal transduction","2/459","22/18986",0.0909090909090909,3.760348583878,2.03901015715015,0.0980988273122102,0.612380400719466,0.579987890763398,"RAB4B/RAB21",2
"GO:0032874","GO:0032874","positive regulation of stress-activated MAPK cascade","2/459","22/18986",0.0909090909090909,3.760348583878,2.03901015715015,0.0980988273122102,0.612380400719466,0.579987890763398,"TAOK1/TAOK2",2
"GO:0042423","GO:0042423","catecholamine biosynthetic process","2/459","22/18986",0.0909090909090909,3.760348583878,2.03901015715015,0.0980988273122102,0.612380400719466,0.579987890763398,"GPR37/SNCA",2
"GO:0046485","GO:0046485","ether lipid metabolic process","2/459","22/18986",0.0909090909090909,3.760348583878,2.03901015715015,0.0980988273122102,0.612380400719466,0.579987890763398,"DHRS7B/AGPS",2
"GO:0048025","GO:0048025","negative regulation of mRNA splicing, via spliceosome","2/459","22/18986",0.0909090909090909,3.760348583878,2.03901015715015,0.0980988273122102,0.612380400719466,0.579987890763398,"SRSF4/CELF4",2
"GO:0050765","GO:0050765","negative regulation of phagocytosis","2/459","22/18986",0.0909090909090909,3.760348583878,2.03901015715015,0.0980988273122102,0.612380400719466,0.579987890763398,"CSK/CD47",2
"GO:0050908","GO:0050908","detection of light stimulus involved in visual perception","2/459","22/18986",0.0909090909090909,3.760348583878,2.03901015715015,0.0980988273122102,0.612380400719466,0.579987890763398,"CCDC66/CEP250",2
"GO:0050962","GO:0050962","detection of light stimulus involved in sensory perception","2/459","22/18986",0.0909090909090909,3.760348583878,2.03901015715015,0.0980988273122102,0.612380400719466,0.579987890763398,"CCDC66/CEP250",2
"GO:0070304","GO:0070304","positive regulation of stress-activated protein kinase signaling cascade","2/459","22/18986",0.0909090909090909,3.760348583878,2.03901015715015,0.0980988273122102,0.612380400719466,0.579987890763398,"TAOK1/TAOK2",2
"GO:0097502","GO:0097502","mannosylation","2/459","22/18986",0.0909090909090909,3.760348583878,2.03901015715015,0.0980988273122102,0.612380400719466,0.579987890763398,"DOLK/TMTC2",2
"GO:1900242","GO:1900242","regulation of synaptic vesicle endocytosis","2/459","22/18986",0.0909090909090909,3.760348583878,2.03901015715015,0.0980988273122102,0.612380400719466,0.579987890763398,"SNX9/ARPC3",2
"GO:1900371","GO:1900371","regulation of purine nucleotide biosynthetic process","2/459","22/18986",0.0909090909090909,3.760348583878,2.03901015715015,0.0980988273122102,0.612380400719466,0.579987890763398,"TMSB4X/SPHK2",2
"GO:1902018","GO:1902018","negative regulation of cilium assembly","2/459","22/18986",0.0909090909090909,3.760348583878,2.03901015715015,0.0980988273122102,0.612380400719466,0.579987890763398,"TBC1D7/LIMK2",2
"GO:0034446","GO:0034446","substrate adhesion-dependent cell spreading","5/459","101/18986",0.0495049504950495,2.04771457537911,1.6617063165947,0.0981655014218642,0.612380400719466,0.579987890763398,"ARHGEF7/ITGAV/BRAF/CDC42/EFNA5",5
"GO:0000723","GO:0000723","telomere maintenance","7/459","162/18986",0.0432098765432099,1.78732617875683,1.58403704872749,0.0987052436274884,0.613449481425988,0.581000421313532,"XRCC5/UCHL5/NFRKB/NAT10/NSMCE4A/PCNA/CCT7",7
"GO:0045927","GO:0045927","positive regulation of growth","10/459","259/18986",0.0386100386100386,1.59705924411807,1.52279799507836,0.0990234434517658,0.613449481425988,0.581000421313532,"MEF2C/RIMS2/NRG1/CXCR4/MAP3K13/RPTOR/SEMA4D/CDC42/PUM2/EFNA5",10
"GO:0000725","GO:0000725","recombinational repair","8/459","194/18986",0.0412371134020619,1.70572513083126,1.55510256872632,0.0994033098804344,0.613449481425988,0.581000421313532,"XRCC5/KMT5A/FANCM/RHNO1/NSMCE4A/ZMYND8/YEATS4/MCM5",8
"GO:0003016","GO:0003016","respiratory system process","3/459","46/18986",0.0652173913043478,2.69764137539074,1.81444568692389,0.0995699409550725,0.613449481425988,0.581000421313532,"MTG2/NDN/YWHAZ",3
"GO:0021587","GO:0021587","cerebellum morphogenesis","3/459","46/18986",0.0652173913043478,2.69764137539074,1.81444568692389,0.0995699409550725,0.613449481425988,0.581000421313532,"CDK5/TTC21B/HSPA5",3
"GO:0045047","GO:0045047","protein targeting to ER","3/459","46/18986",0.0652173913043478,2.69764137539074,1.81444568692389,0.0995699409550725,0.613449481425988,0.581000421313532,"ZFAND2A/BAG6/HSPA5",3
"GO:0048713","GO:0048713","regulation of oligodendrocyte differentiation","3/459","46/18986",0.0652173913043478,2.69764137539074,1.81444568692389,0.0995699409550725,0.613449481425988,0.581000421313532,"CXCR4/QKI/HDAC2",3
"GO:1903573","GO:1903573","negative regulation of response to endoplasmic reticulum stress","3/459","46/18986",0.0652173913043478,2.69764137539074,1.81444568692389,0.0995699409550725,0.613449481425988,0.581000421313532,"HSPA5/PPP1R15B/UBXN1",3
"GO:0015800","GO:0015800","acidic amino acid transport","4/459","73/18986",0.0547945205479452,2.26651147521413,1.70647307615415,0.100356480356684,0.615437275530971,0.582883068943774,"SLC25A13/ABCC8/SLC17A6/SNCA",4
"GO:0060415","GO:0060415","muscle tissue morphogenesis","4/459","73/18986",0.0547945205479452,2.26651147521413,1.70647307615415,0.100356480356684,0.615437275530971,0.582883068943774,"NRG1/TNNI1/FZD1/TPM1",4
"GO:1902750","GO:1902750","negative regulation of cell cycle G2/M phase transition","4/459","73/18986",0.0547945205479452,2.26651147521413,1.70647307615415,0.100356480356684,0.615437275530971,0.582883068943774,"TAOK1/TAOK2/BRSK1/ETAA1",4
"GO:0007163","GO:0007163","establishment or maintenance of cell polarity","9/459","227/18986",0.039647577092511,1.63997581411419,1.52679504253915,0.100738889489952,0.616831969492323,0.584203989090719,"GSN/GPSM1/FLOT2/CLIC4/LHX2/BRSK1/DLG4/CDC42/MPP7",9
"GO:0045834","GO:0045834","positive regulation of lipid metabolic process","6/459","132/18986",0.0454545454545455,1.880174291939,1.59721355245447,0.10116491893998,0.618326564123234,0.585619525555488,"SCAP/RPTOR/CNEP1R1/QKI/SIRT3/SPHK2",6
"GO:0015807","GO:0015807","L-amino acid transport","5/459","102/18986",0.0490196078431373,2.02763894228715,1.63795790451403,0.101299703968125,0.618326564123234,0.585619525555488,"SLC25A13/UCP2/ABCC8/SLC38A3/SLC17A6",5
"GO:0021543","GO:0021543","pallium development","8/459","195/18986",0.041025641025641,1.69697782246802,1.53982161406575,0.101604415310702,0.618326564123234,0.585619525555488,"CDK5/PLXNA3/NCOA1/LHX2/UQCRQ/NEUROD1/YWHAE/TRAPPC9",8
"GO:1902600","GO:1902600","proton transmembrane transport","8/459","195/18986",0.041025641025641,1.69697782246802,1.53982161406575,0.101604415310702,0.618326564123234,0.585619525555488,"SLC25A13/UCP2/SLC4A11/TMSB4X/SLC9A9/CYC1/SLC17A6/SPHK2",8
"GO:0046883","GO:0046883","regulation of hormone secretion","10/459","261/18986",0.0383141762452107,1.58482124224743,1.49741290687794,0.102798735795966,0.624639646515947,0.591598670767947,"UCP2/TCF7L2/ADCY5/ABCC8/NDUFAF2/DYNLL1/PCK2/NEUROD1/SIRT3/EFNA5",10
"GO:0051017","GO:0051017","actin filament bundle assembly","7/459","164/18986",0.0426829268292683,1.76552951804028,1.54974439229226,0.103572994721711,0.624685301998369,0.591641911255266,"DPYSL3/ARRB1/ARHGEF10L/CD47/BRAF/CDC42/TPM1",7
"GO:0043112","GO:0043112","receptor metabolic process","4/459","74/18986",0.0540540540540541,2.2358829417653,1.67661582484254,0.104182823932234,0.624685301998369,0.591641911255266,"CDK5/ITCH/NSF/SNCA",4
"GO:1903051","GO:1903051","negative regulation of proteolysis involved in protein catabolic process","4/459","74/18986",0.0540540540540541,2.2358829417653,1.67661582484254,0.104182823932234,0.624685301998369,0.591641911255266,"UCHL5/CSNK2B/BAG6/UBXN1",4
"GO:2000036","GO:2000036","regulation of stem cell population maintenance","4/459","74/18986",0.0540540540540541,2.2358829417653,1.67661582484254,0.104182823932234,0.624685301998369,0.591641911255266,"ACTL6B/BRD9/HDAC2/TET1",4
"GO:0150115","GO:0150115","cell-substrate junction organization","5/459","103/18986",0.0485436893203883,2.00795312731349,1.61447953825209,0.104483406615985,0.624685301998369,0.591641911255266,"PTPRK/ARHGEF7/TAOK2/TNS1/EFNA5",5
"GO:0032480","GO:0032480","negative regulation of type I interferon production","3/459","47/18986",0.0638297872340425,2.64024475038242,1.7720997167573,0.104548923070302,0.624685301998369,0.591641911255266,"GPATCH3/ITCH/QKI",3
"GO:0055010","GO:0055010","ventricular cardiac muscle tissue morphogenesis","3/459","47/18986",0.0638297872340425,2.64024475038242,1.7720997167573,0.104548923070302,0.624685301998369,0.591641911255266,"NRG1/TNNI1/TPM1",3
"GO:0090278","GO:0090278","negative regulation of peptide hormone secretion","3/459","47/18986",0.0638297872340425,2.64024475038242,1.7720997167573,0.104548923070302,0.624685301998369,0.591641911255266,"UCP2/ABCC8/NDUFAF2",3
"GO:0003015","GO:0003015","heart process","10/459","262/18986",0.0381679389312977,1.57877230620832,1.48480070294781,0.104717374145641,0.624685301998369,0.591641911255266,"GSN/CXCR4/TNNI1/HCN4/TRPC1/CDC42/YWHAE/RAP1GDS1/TPM1/MAP2K3",10
"GO:0007549","GO:0007549","sex-chromosome dosage compensation","2/459","23/18986",0.0869565217391304,3.59685516718765,1.9614047237531,0.105788415464045,0.624685301998369,0.591641911255266,"RBM15B/CIZ1",2
"GO:0031290","GO:0031290","retinal ganglion cell axon guidance","2/459","23/18986",0.0869565217391304,3.59685516718765,1.9614047237531,0.105788415464045,0.624685301998369,0.591641911255266,"EPHB2/EFNA5",2
"GO:0034755","GO:0034755","iron ion transmembrane transport","2/459","23/18986",0.0869565217391304,3.59685516718765,1.9614047237531,0.105788415464045,0.624685301998369,0.591641911255266,"SLC39A14/ABCC5",2
"GO:0035493","GO:0035493","SNARE complex assembly","2/459","23/18986",0.0869565217391304,3.59685516718765,1.9614047237531,0.105788415464045,0.624685301998369,0.591641911255266,"VAMP1/SNCA",2
"GO:0036480","GO:0036480","neuron intrinsic apoptotic signaling pathway in response to oxidative stress","2/459","23/18986",0.0869565217391304,3.59685516718765,1.9614047237531,0.105788415464045,0.624685301998369,0.591641911255266,"DAXX/FZD1",2
"GO:0050686","GO:0050686","negative regulation of mRNA processing","2/459","23/18986",0.0869565217391304,3.59685516718765,1.9614047237531,0.105788415464045,0.624685301998369,0.591641911255266,"SRSF4/CELF4",2
"GO:0051354","GO:0051354","negative regulation of oxidoreductase activity","2/459","23/18986",0.0869565217391304,3.59685516718765,1.9614047237531,0.105788415464045,0.624685301998369,0.591641911255266,"TMLHE/SNCA",2
"GO:0097062","GO:0097062","dendritic spine maintenance","2/459","23/18986",0.0869565217391304,3.59685516718765,1.9614047237531,0.105788415464045,0.624685301998369,0.591641911255266,"PRNP/ZMYND8",2
"GO:1905244","GO:1905244","regulation of modification of synaptic structure","2/459","23/18986",0.0869565217391304,3.59685516718765,1.9614047237531,0.105788415464045,0.624685301998369,0.591641911255266,"GRIPAP1/CDC42",2
"GO:2000114","GO:2000114","regulation of establishment of cell polarity","2/459","23/18986",0.0869565217391304,3.59685516718765,1.9614047237531,0.105788415464045,0.624685301998369,0.591641911255266,"GSN/FLOT2",2
"GO:0006633","GO:0006633","fatty acid biosynthetic process","7/459","165/18986",0.0424242424242424,1.75482933914306,1.53277528733148,0.106054898915523,0.625331107679679,0.592253556360997,"SCD5/SCAP/SCD/QKI/GPX4/HSD17B8/PTGDS",7
"GO:0051384","GO:0051384","response to glucocorticoid","6/459","134/18986",0.0447761194029851,1.85211198907424,1.55804304560766,0.106711032650734,0.628269097559054,0.595036138153656,"BCKDHB/UCP2/HSD11B2/PCK2/PTGDS/PCNA",6
"GO:0032008","GO:0032008","positive regulation of TOR signaling","4/459","75/18986",0.0533333333333333,2.20607116920842,1.64723443694677,0.108074897025159,0.635359069660461,0.601751078670751,"RRAGA/RRAGC/RPTOR/WDR59",4
"GO:0006457","GO:0006457","protein folding","9/459","231/18986",0.038961038961039,1.61157796451914,1.47200192386395,0.109038605113525,0.639741143022784,0.605901357620891,"RIC8A/DNAJB12/TTC4/PDCD5/CDC37L1/HSPA5/RP2/CCT7/FKBP8",9
"GO:0002792","GO:0002792","negative regulation of peptide secretion","3/459","48/18986",0.0625,2.58523965141612,1.73084262568626,0.109623984809432,0.639741143022784,0.605901357620891,"UCP2/ABCC8/NDUFAF2",3
"GO:0046189","GO:0046189","phenol-containing compound biosynthetic process","3/459","48/18986",0.0625,2.58523965141612,1.73084262568626,0.109623984809432,0.639741143022784,0.605901357620891,"GPR37/TRPC1/SNCA",3
"GO:0071526","GO:0071526","semaphorin-plexin signaling pathway","3/459","48/18986",0.0625,2.58523965141612,1.73084262568626,0.109623984809432,0.639741143022784,0.605901357620891,"PLXNA2/PLXNA3/SEMA4D",3
"GO:0072583","GO:0072583","clathrin-dependent endocytosis","3/459","48/18986",0.0625,2.58523965141612,1.73084262568626,0.109623984809432,0.639741143022784,0.605901357620891,"BMP2K/DGKD/PICALM",3
"GO:0009895","GO:0009895","negative regulation of catabolic process","13/459","367/18986",0.0354223433242507,1.46520394412685,1.41646985713287,0.110343375233329,0.642996535034624,0.608984552224011,"RRAGA/UCHL5/ELAVL4/RRAGC/ANGEL2/TIMP1/PAIP1/RPTOR/CSNK2B/QKI/BAG6/UBXN1/SNCA",13
"GO:0061077","GO:0061077","chaperone-mediated protein folding","4/459","76/18986",0.0526315789473684,2.177043916982,1.61831400173859,0.112031594461121,0.646213449345814,0.612031304445216,"DNAJB12/PDCD5/HSPA5/CCT7",4
"GO:0021782","GO:0021782","glial cell development","6/459","136/18986",0.0441176470588235,1.82487504805844,1.51953614952704,0.11241126571768,0.646213449345814,0.612031304445216,"CNTN2/KRAS/CDK5/ROR2/POU3F1/EIF2B2",6
"GO:0050684","GO:0050684","regulation of mRNA processing","6/459","136/18986",0.0441176470588235,1.82487504805844,1.51953614952704,0.11241126571768,0.646213449345814,0.612031304445216,"RBM15B/JMJD6/QKI/SRSF4/CELF4/TRA2A",6
"GO:1904950","GO:1904950","negative regulation of establishment of protein localization","6/459","136/18986",0.0441176470588235,1.82487504805844,1.51953614952704,0.11241126571768,0.646213449345814,0.612031304445216,"CDK5/UCP2/CSK/ABCC8/YOD1/NDUFAF2",6
"GO:0006851","GO:0006851","mitochondrial calcium ion transmembrane transport","2/459","24/18986",0.0833333333333333,3.44698620188816,1.88800944655148,0.113633791199978,0.646213449345814,0.612031304445216,"UCP2/MICU2",2
"GO:0015867","GO:0015867","ATP transport","2/459","24/18986",0.0833333333333333,3.44698620188816,1.88800944655148,0.113633791199978,0.646213449345814,0.612031304445216,"CD47/SLC25A17",2
"GO:0021871","GO:0021871","forebrain regionalization","2/459","24/18986",0.0833333333333333,3.44698620188816,1.88800944655148,0.113633791199978,0.646213449345814,0.612031304445216,"TTC21B/LHX2",2
"GO:0042659","GO:0042659","regulation of cell fate specification","2/459","24/18986",0.0833333333333333,3.44698620188816,1.88800944655148,0.113633791199978,0.646213449345814,0.612031304445216,"MTA2/HDAC2",2
"GO:0046580","GO:0046580","negative regulation of Ras protein signal transduction","2/459","24/18986",0.0833333333333333,3.44698620188816,1.88800944655148,0.113633791199978,0.646213449345814,0.612031304445216,"EPHB2/LZTR1",2
"GO:0051560","GO:0051560","mitochondrial calcium ion homeostasis","2/459","24/18986",0.0833333333333333,3.44698620188816,1.88800944655148,0.113633791199978,0.646213449345814,0.612031304445216,"MICU2/RAP1GDS1",2
"GO:1903861","GO:1903861","positive regulation of dendrite extension","2/459","24/18986",0.0833333333333333,3.44698620188816,1.88800944655148,0.113633791199978,0.646213449345814,0.612031304445216,"RIMS2/CXCR4",2
"GO:0061572","GO:0061572","actin filament bundle organization","7/459","168/18986",0.0416666666666667,1.72349310094408,1.48255698616038,0.113690720939498,0.646213449345814,0.612031304445216,"DPYSL3/ARRB1/ARHGEF10L/CD47/BRAF/CDC42/TPM1",7
"GO:0002768","GO:0002768","immune response-regulating cell surface receptor signaling pathway","13/459","369/18986",0.035230352303523,1.45726245933483,1.39615287275491,0.113719264611173,0.646213449345814,0.612031304445216,"MEF2C/PLEKHA1/CSK/MFHAS1/PRNP/CD47/CD276/VAV2/BAG6/EIF2B2/MALT1/BRAF/CACNB3",13
"GO:0110020","GO:0110020","regulation of actomyosin structure organization","5/459","106/18986",0.0471698113207547,1.95112426521971,1.5456042099026,0.114326373626021,0.646213449345814,0.612031304445216,"ARHGEF10L/CD47/BRAF/CDC42/TPM1",5
"GO:0006458","GO:0006458","'de novo' protein folding","3/459","49/18986",0.0612244897959184,2.53247965853008,1.69062100980794,0.114792188112435,0.646213449345814,0.612031304445216,"DNAJB12/HSPA5/CCT7",3
"GO:0021575","GO:0021575","hindbrain morphogenesis","3/459","49/18986",0.0612244897959184,2.53247965853008,1.69062100980794,0.114792188112435,0.646213449345814,0.612031304445216,"CDK5/TTC21B/HSPA5",3
"GO:0032506","GO:0032506","cytokinetic process","3/459","49/18986",0.0612244897959184,2.53247965853008,1.69062100980794,0.114792188112435,0.646213449345814,0.612031304445216,"CHMP3/SNX9/BIN3",3
"GO:0035272","GO:0035272","exocrine system development","3/459","49/18986",0.0612244897959184,2.53247965853008,1.69062100980794,0.114792188112435,0.646213449345814,0.612031304445216,"FGF7/CDC42/WLS",3
"GO:0042551","GO:0042551","neuron maturation","3/459","49/18986",0.0612244897959184,2.53247965853008,1.69062100980794,0.114792188112435,0.646213449345814,0.612031304445216,"CNTN2/ACTL6B/MAP3K13",3
"GO:0042596","GO:0042596","fear response","3/459","49/18986",0.0612244897959184,2.53247965853008,1.69062100980794,0.114792188112435,0.646213449345814,0.612031304445216,"ASIC4/MEF2C/EPHB2",3
